Id;Latitude;Longitude;Elevation;HeartRate;Cadence;TrackSegmentId;Power;Temperature;Time
904;40,79958;-73,95786;18,32638;125;81;14;0;0;2020-04-13 08:44:50.000
905;40,79846;-73,95828;27,13507;126;81;14;0;0;2020-04-13 08:44:40.000
906;40,79834;-73,95801;29,11719;126;82;14;0;0;2020-04-13 08:44:38.000
907;40,79831;-73,95787;29,87402;126;81;14;0;0;2020-04-13 08:44:37.000
908;40,79828;-73,95774;30,48942;126;81;14;0;0;2020-04-13 08:44:36.000
909;40,79824;-73,95762;31,07509;126;81;14;0;0;2020-04-13 08:44:35.000
910;40,79821;-73,9575;31,56129;126;81;14;0;0;2020-04-13 08:44:34.000
911;40,79818;-73,9574;31,54666;126;80;14;0;0;2020-04-13 08:44:33.000
912;40,79814;-73,95731;31,52712;126;81;14;0;0;2020-04-13 08:44:32.000
913;40,79809;-73,95723;31,55245;126;80;14;0;0;2020-04-13 08:44:31.000
914;40,79805;-73,95717;31,56973;126;82;14;0;0;2020-04-13 08:44:30.000
915;40,79839;-73,95815;28,17877;126;81;14;0;0;2020-04-13 08:44:39.000
916;40,79959;-73,95768;18,34552;125;82;14;0;0;2020-04-13 08:44:51.000
917;40,79955;-73,9575;18,89799;125;83;14;0;0;2020-04-13 08:44:52.000
918;40,79951;-73,95734;18,72899;124;81;14;0;0;2020-04-13 08:44:53.000
919;40,79801;-73,95428;7,065506;122;81;14;0;0;2020-04-13 08:45:14.000
920;40,79814;-73,95424;7,079524;123;81;14;0;0;2020-04-13 08:45:13.000
921;40,79828;-73,95425;7,450362;122;81;14;0;0;2020-04-13 08:45:12.000
922;40,7984;-73,95431;8,098804;123;81;14;0;0;2020-04-13 08:45:11.000
923;40,7985;-73,95444;8,958835;123;81;14;0;0;2020-04-13 08:45:10.000
924;40,79859;-73,95458;9,684504;123;81;14;0;0;2020-04-13 08:45:09.000
925;40,79868;-73,95473;10,21295;123;81;14;0;0;2020-04-13 08:45:08.000
926;40,79876;-73,95488;10,53156;123;82;14;0;0;2020-04-13 08:45:07.000
927;40,79884;-73,95504;10,85532;123;82;14;0;0;2020-04-13 08:45:06.000
928;40,79893;-73,9552;11,52388;123;82;14;0;0;2020-04-13 08:45:05.000
929;40,799;-73,95536;12,02048;123;83;14;0;0;2020-04-13 08:45:04.000
930;40,79908;-73,95553;12,34819;124;83;14;0;0;2020-04-13 08:45:03.000
931;40,79915;-73,9557;12,53343;123;81;14;0;0;2020-04-13 08:45:02.000
932;40,79921;-73,95589;13,19446;124;81;14;0;0;2020-04-13 08:45:01.000
933;40,79926;-73,95606;14,01564;124;80;14;0;0;2020-04-13 08:45:00.000
934;40,79931;-73,95625;14,83368;124;80;14;0;0;2020-04-13 08:44:59.000
935;40,79934;-73,95644;15,64142;124;80;14;0;0;2020-04-13 08:44:58.000
936;40,79937;-73,95663;16,34525;124;80;14;0;0;2020-04-13 08:44:57.000
903;40,79856;-73,95839;25,98456;126;81;14;0;0;2020-04-13 08:44:41.000
902;40,79868;-73,95845;24,78064;126;80;14;0;0;2020-04-13 08:44:42.000
901;40,79882;-73,95848;23,58588;126;81;14;0;0;2020-04-13 08:44:43.000
900;40,79895;-73,95849;22,414;126;81;14;0;0;2020-04-13 08:44:44.000
899;40,79909;-73,95844;21,40234;126;82;14;0;0;2020-04-13 08:44:45.000
898;40,79921;-73,95836;20,61098;126;82;14;0;0;2020-04-13 08:44:46.000
897;40,79933;-73,95827;19,9715;126;81;14;0;0;2020-04-13 08:44:47.000
896;40,79944;-73,95815;19,3072;125;81;14;0;0;2020-04-13 08:44:48.000
895;40,79953;-73,95802;18,66033;125;81;14;0;0;2020-04-13 08:44:49.000
894;40,79631;-73,95682;25,91427;131;84;14;0;0;2020-04-13 08:43:39.000
893;40,79625;-73,95685;25,51375;131;84;14;0;0;2020-04-13 08:43:37.000
892;40,78863;-73,96521;34,8988;136;91;14;0;0;2020-04-13 08:42:00.000
891;40,79085;-73,96362;30;137;90;14;0;0;2020-04-13 08:42:24.000
890;40,79097;-73,96336;30;137;88;14;0;0;2020-04-13 08:42:26.000
889;40,79103;-73,96323;29,88074;137;89;14;0;0;2020-04-13 08:42:27.000
888;40,7911;-73,96312;29,74341;138;89;14;0;0;2020-04-13 08:42:28.000
887;40,79118;-73,96301;29,60608;137;89;14;0;0;2020-04-13 08:42:29.000
886;40,79125;-73,96291;29,49622;138;89;14;0;0;2020-04-13 08:42:30.000
885;40,79134;-73,96284;29,41382;137;90;14;0;0;2020-04-13 08:42:31.000
884;40,79142;-73,96276;29,31311;138;89;14;0;0;2020-04-13 08:42:32.000
883;40,79152;-73,96268;29,22156;137;90;14;0;0;2020-04-13 08:42:33.000
882;40,79161;-73,96262;29,14832;138;89;14;0;0;2020-04-13 08:42:34.000
881;40,79171;-73,96255;29,0625;137;87;14;0;0;2020-04-13 08:42:35.000
880;40,79182;-73,96249;28,97165;137;87;14;0;0;2020-04-13 08:42:36.000
879;40,79192;-73,96242;28,78284;138;88;14;0;0;2020-04-13 08:42:37.000
878;40,79202;-73,96236;28,53688;137;87;14;0;0;2020-04-13 08:42:38.000
877;40,79213;-73,96229;28,18469;137;89;14;0;0;2020-04-13 08:42:39.000
876;40,79223;-73,96222;27,748;137;89;14;0;0;2020-04-13 08:42:40.000
875;40,79234;-73,96216;27,26555;137;89;14;0;0;2020-04-13 08:42:41.000
874;40,79245;-73,96207;26,56841;137;88;14;0;0;2020-04-13 08:42:42.000
873;40,79256;-73,96201;25,9283;137;88;14;0;0;2020-04-13 08:42:43.000
872;40,79268;-73,96196;25,3896;137;88;14;0;0;2020-04-13 08:42:44.000
871;40,79278;-73,96188;24,86119;137;88;14;0;0;2020-04-13 08:42:45.000
870;40,79289;-73,96181;24,47048;136;88;14;0;0;2020-04-13 08:42:46.000
869;40,79091;-73,96349;30;137;90;14;0;0;2020-04-13 08:42:25.000
868;40,79079;-73,96375;29,97223;138;89;14;0;0;2020-04-13 08:42:23.000
867;40,79622;-73,95687;25,27656;132;86;14;0;0;2020-04-13 08:43:36.000
866;40,79071;-73,96387;29,94836;137;90;14;0;0;2020-04-13 08:42:22.000
865;40,78865;-73,9651;34,72943;137;91;14;0;0;2020-04-13 08:42:01.000
864;40,78869;-73,96497;34,54157;137;91;14;0;0;2020-04-13 08:42:02.000
863;40,78874;-73,96486;34,34968;137;91;14;0;0;2020-04-13 08:42:03.000
862;40,78879;-73,96474;34,11285;137;90;14;0;0;2020-04-13 08:42:04.000
861;40,78885;-73,96463;33,82353;137;92;14;0;0;2020-04-13 08:42:05.000
860;40,78892;-73,96452;33,48711;137;92;14;0;0;2020-04-13 08:42:06.000
859;40,78899;-73,96442;33,09744;137;92;14;0;0;2020-04-13 08:42:07.000
858;40,78908;-73,96432;32,63099;137;89;14;0;0;2020-04-13 08:42:08.000
857;40,78918;-73,96423;32,12499;138;92;14;0;0;2020-04-13 08:42:09.000
856;40,78929;-73,96418;31,7395;137;92;14;0;0;2020-04-13 08:42:10.000
855;40,78941;-73,96414;31,41748;138;92;14;0;0;2020-04-13 08:42:11.000
854;40,78952;-73,96412;31,12708;137;89;14;0;0;2020-04-13 08:42:12.000
853;40,78963;-73,96411;30,83941;137;89;14;0;0;2020-04-13 08:42:13.000
852;40,78976;-73,96409;30,51727;138;87;14;0;0;2020-04-13 08:42:14.000
851;40,78987;-73,96408;30,22198;137;89;14;0;0;2020-04-13 08:42:15.000
850;40,78999;-73,96407;29,90483;138;90;14;0;0;2020-04-13 08:42:16.000
849;40,79012;-73,96407;29,89546;137;89;14;0;0;2020-04-13 08:42:17.000
848;40,79024;-73,96406;29,90669;137;92;14;0;0;2020-04-13 08:42:18.000
847;40,79036;-73,96404;29,91607;138;91;14;0;0;2020-04-13 08:42:19.000
846;40,79049;-73,96402;29,92721;137;90;14;0;0;2020-04-13 08:42:20.000
845;40,79061;-73,96397;29,93733;138;90;14;0;0;2020-04-13 08:42:21.000
844;40,793;-73,96176;24,22544;136;89;14;0;0;2020-04-13 08:42:47.000
843;40,79312;-73,96169;24,02877;136;86;14;0;0;2020-04-13 08:42:48.000
842;40,79323;-73,96162;23,93982;136;87;14;0;0;2020-04-13 08:42:49.000
841;40,79333;-73,96152;23,82996;137;88;14;0;0;2020-04-13 08:42:50.000
840;40,79538;-73,95829;21,2625;133;86;14;0;0;2020-04-13 08:43:15.000
839;40,79542;-73,95816;21,35534;133;86;14;0;0;2020-04-13 08:43:16.000
838;40,79546;-73,95805;21,49896;133;85;14;0;0;2020-04-13 08:43:17.000
837;40,79549;-73,95794;21,60102;133;86;14;0;0;2020-04-13 08:43:18.000
836;40,79552;-73,95784;21,66441;133;86;14;0;0;2020-04-13 08:43:19.000
835;40,79556;-73,95774;21,71909;133;85;14;0;0;2020-04-13 08:43:20.000
834;40,79559;-73,95765;21,9196;132;87;14;0;0;2020-04-13 08:43:21.000
833;40,79563;-73,95757;22,08459;132;87;14;0;0;2020-04-13 08:43:22.000
832;40,79567;-73,95748;22,28285;132;86;14;0;0;2020-04-13 08:43:23.000
831;40,7957;-73,95741;22,44658;132;86;14;0;0;2020-04-13 08:43:24.000
830;40,79575;-73,95734;22,69502;132;87;14;0;0;2020-04-13 08:43:25.000
829;40,79579;-73,95727;22,98383;133;87;14;0;0;2020-04-13 08:43:26.000
828;40,79584;-73,9572;23,2354;132;86;14;0;0;2020-04-13 08:43:27.000
827;40,79589;-73,95715;23,46185;133;86;14;0;0;2020-04-13 08:43:28.000
826;40,79594;-73,95709;23,60554;132;86;14;0;0;2020-04-13 08:43:29.000
825;40,79599;-73,95705;23,89025;132;86;14;0;0;2020-04-13 08:43:30.000
824;40,79603;-73,95702;24,14112;132;86;14;0;0;2020-04-13 08:43:31.000
823;40,79607;-73,95698;24,35753;132;85;14;0;0;2020-04-13 08:43:32.000
822;40,79612;-73,95695;24,62122;132;87;14;0;0;2020-04-13 08:43:33.000
821;40,79615;-73,95692;24,80896;132;86;14;0;0;2020-04-13 08:43:34.000
820;40,79619;-73,9569;25,12345;131;84;14;0;0;2020-04-13 08:43:35.000
819;40,79535;-73,95842;20,96567;134;83;14;0;0;2020-04-13 08:43:14.000
818;40,79531;-73,95856;20,61334;134;82;14;0;0;2020-04-13 08:43:13.000
817;40,79525;-73,95869;19,9357;134;43;14;0;0;2020-04-13 08:43:12.000
816;40,79401;-73,96004;19,72606;135;88;14;0;0;2020-04-13 08:43:00.000
815;40,79343;-73,96143;23,11523;136;88;14;0;0;2020-04-13 08:42:51.000
814;40,79352;-73,96131;22,46521;136;88;14;0;0;2020-04-13 08:42:52.000
813;40,79359;-73,96117;21,8335;136;88;14;0;0;2020-04-13 08:42:53.000
812;40,79366;-73,96102;21,24756;136;87;14;0;0;2020-04-13 08:42:54.000
811;40,79372;-73,96086;20,68909;136;86;14;0;0;2020-04-13 08:42:55.000
810;40,79379;-73,9607;20,35336;136;87;14;0;0;2020-04-13 08:42:56.000
809;40,79385;-73,96054;20,11797;135;86;14;0;0;2020-04-13 08:42:57.000
808;40,7939;-73,96039;19,94529;135;88;14;0;0;2020-04-13 08:42:58.000
807;40,79395;-73,96021;19,85557;135;90;14;0;0;2020-04-13 08:42:59.000
806;40,79407;-73,95988;19,42653;135;89;14;0;0;2020-04-13 08:43:01.000
805;40,79518;-73,95882;19,03388;134;87;14;0;0;2020-04-13 08:43:11.000
804;40,79415;-73,95974;19,06221;135;88;14;0;0;2020-04-13 08:43:02.000
803;40,79423;-73,95957;18,88238;135;86;14;0;0;2020-04-13 08:43:03.000
802;40,79432;-73,95943;18,70053;135;86;14;0;0;2020-04-13 08:43:04.000
801;40,79443;-73,95932;18,42665;135;89;14;0;0;2020-04-13 08:43:05.000
800;40,79456;-73,95924;18,09213;135;88;14;0;0;2020-04-13 08:43:06.000
799;40,79469;-73,95918;17,74322;134;89;14;0;0;2020-04-13 08:43:07.000
798;40,79483;-73,95911;17,25074;134;87;14;0;0;2020-04-13 08:43:08.000
797;40,79496;-73,95904;16,76436;134;87;14;0;0;2020-04-13 08:43:09.000
796;40,79508;-73,95894;17,69947;134;87;14;0;0;2020-04-13 08:43:10.000
795;40,78458;-73,95872;33,93994;101;79;14;0;0;2020-04-13 08:51:52.000
794;40,78449;-73,9588;34,12305;101;80;14;0;0;2020-04-13 08:51:54.000
396;40,78445;-73,95883;34,19629;102;82;14;0;0;2020-04-13 08:51:55.000
295;40,78325;-73,95971;33,47617;101;77;14;0;0;2020-04-13 08:52:19.000
294;40,78315;-73,95979;33,35063;101;78;14;0;0;2020-04-13 08:52:21.000
293;40,78309;-73,95982;33,26331;100;78;14;0;0;2020-04-13 08:52:22.000
292;40,78304;-73,95986;33,17811;100;80;14;0;0;2020-04-13 08:52:23.000
291;40,78298;-73,9599;33,08704;101;79;14;0;0;2020-04-13 08:52:24.000
290;40,78292;-73,95995;32,97709;100;79;14;0;0;2020-04-13 08:52:25.000
289;40,78287;-73,95999;32,87732;100;79;14;0;0;2020-04-13 08:52:26.000
288;40,78281;-73,96002;32,82283;99;78;14;0;0;2020-04-13 08:52:27.000
287;40,78276;-73,96007;32,83517;99;78;14;0;0;2020-04-13 08:52:28.000
286;40,7827;-73,96011;32,8298;98;77;14;0;0;2020-04-13 08:52:29.000
285;40,78265;-73,96014;32,83907;98;78;14;0;0;2020-04-13 08:52:30.000
284;40,78259;-73,96019;32,88065;99;78;14;0;0;2020-04-13 08:52:31.000
283;40,78253;-73,96023;32,88643;99;78;14;0;0;2020-04-13 08:52:32.000
282;40,78247;-73,96027;32,88369;100;80;14;0;0;2020-04-13 08:52:33.000
281;40,78242;-73,96031;32,78793;100;80;14;0;0;2020-04-13 08:52:34.000
280;40,78236;-73,96036;32,71181;100;79;14;0;0;2020-04-13 08:52:35.000
279;40,7823;-73,9604;32,60284;98;84;14;0;0;2020-04-13 08:52:36.000
278;40,78225;-73,96044;32,52842;97;84;14;0;0;2020-04-13 08:52:37.000
277;40,78219;-73,96049;32,41414;96;47;14;0;0;2020-04-13 08:52:38.000
276;40,78213;-73,96053;32,30847;96;77;14;0;0;2020-04-13 08:52:39.000
275;40,78207;-73,96057;32,15561;96;79;14;0;0;2020-04-13 08:52:40.000
274;40,78201;-73,96062;32,05734;97;80;14;0;0;2020-04-13 08:52:41.000
273;40,7832;-73,95975;33,42376;101;77;14;0;0;2020-04-13 08:52:20.000
272;40,7833;-73,95967;33,53811;102;74;14;0;0;2020-04-13 08:52:18.000
270;40,78335;-73,95963;33,604;102;23;14;0;0;2020-04-13 08:52:17.000
269;40,7844;-73,95887;34,28784;102;81;14;0;0;2020-04-13 08:51:56.000
268;40,78435;-73,95891;34,37939;102;81;14;0;0;2020-04-13 08:51:57.000
267;40,7843;-73,95894;34,45264;102;76;14;0;0;2020-04-13 08:51:58.000
266;40,78425;-73,95898;34,54419;102;76;14;0;0;2020-04-13 08:51:59.000
265;40,7842;-73,95901;34,61743;103;33;14;0;0;2020-04-13 08:52:00.000
264;40,78416;-73,95905;34,68703;103;73;14;0;0;2020-04-13 08:52:01.000
263;40,7841;-73,95908;34,65625;104;77;14;0;0;2020-04-13 08:52:02.000
262;40,78406;-73,95912;34,63743;104;79;14;0;0;2020-04-13 08:52:03.000
261;40,784;-73,95916;34,58623;104;80;14;0;0;2020-04-13 08:52:04.000
260;40,78395;-73,95919;34,51038;104;81;14;0;0;2020-04-13 08:52:05.000
259;40,7839;-73,95923;34,42798;105;82;14;0;0;2020-04-13 08:52:06.000
258;40,78385;-73,95927;34,35474;104;86;14;0;0;2020-04-13 08:52:07.000
257;40,7838;-73,9593;34,28149;104;73;14;0;0;2020-04-13 08:52:08.000
256;40,78375;-73,95934;34,20825;103;78;14;0;0;2020-04-13 08:52:09.000
255;40,7837;-73,95938;34,12585;102;78;14;0;0;2020-04-13 08:52:10.000
254;40,78365;-73,95941;34,05261;102;78;14;0;0;2020-04-13 08:52:11.000
253;40,7836;-73,95945;33,97021;101;78;14;0;0;2020-04-13 08:52:12.000
252;40,78355;-73,95949;33,90613;101;77;14;0;0;2020-04-13 08:52:13.000
251;40,7835;-73,95953;33,82373;101;61;14;0;0;2020-04-13 08:52:14.000
250;40,78345;-73,95956;33,75049;102;61;14;0;0;2020-04-13 08:52:15.000
249;40,7834;-73,95959;33,66809;102;61;14;0;0;2020-04-13 08:52:16.000
248;40,78196;-73,96066;31,88582;97;80;14;0;0;2020-04-13 08:52:42.000
247;40,78189;-73,96071;31,75422;98;79;14;0;0;2020-04-13 08:52:43.000
246;40,78184;-73,96075;31,61096;98;79;14;0;0;2020-04-13 08:52:44.000
245;40,78178;-73,96082;31,49927;98;78;14;0;0;2020-04-13 08:52:45.000
244;40,78164;-73,96299;28,39373;87;0;14;0;0;2020-04-13 08:53:10.000
243;40,78164;-73,96299;28,39373;87;0;14;0;0;2020-04-13 08:53:11.000
242;40,78164;-73,96299;28,39373;86;0;14;0;0;2020-04-13 08:53:12.000
241;40,78164;-73,96299;28,39373;85;0;14;0;0;2020-04-13 08:53:13.000
240;40,78164;-73,96299;28,39373;86;0;14;0;0;2020-04-13 08:53:14.000
223;40,78165;-73,96297;28,42154;87;0;14;0;0;2020-04-13 08:53:09.000
222;40,78165;-73,96294;28,45036;87;0;14;0;0;2020-04-13 08:53:08.000
221;40,78166;-73,96291;28,50703;87;0;14;0;0;2020-04-13 08:53:07.000
220;40,78161;-73,9618;31,16179;96;0;14;0;0;2020-04-13 08:52:55.000
219;40,78173;-73,96088;31,34058;98;80;14;0;0;2020-04-13 08:52:46.000
218;40,78169;-73,96097;31,26733;97;79;14;0;0;2020-04-13 08:52:47.000
217;40,78166;-73,96106;31,22518;97;79;14;0;0;2020-04-13 08:52:48.000
216;40,78163;-73,96117;31,17498;97;46;14;0;0;2020-04-13 08:52:49.000
215;40,78161;-73,96127;31,17544;98;46;14;0;0;2020-04-13 08:52:50.000
214;40,78159;-73,96137;31,15671;98;46;14;0;0;2020-04-13 08:52:51.000
213;40,78159;-73,96148;31,26114;99;46;14;0;0;2020-04-13 08:52:52.000
212;40,78159;-73,96159;31,36558;99;0;14;0;0;2020-04-13 08:52:53.000
211;40,7816;-73,96169;31,41313;97;0;14;0;0;2020-04-13 08:52:54.000
210;40,78164;-73,96191;30,94339;95;0;14;0;0;2020-04-13 08:52:56.000
209;40,78167;-73,96286;28,58653;87;0;14;0;0;2020-04-13 08:53:06.000
208;40,78165;-73,96202;30,65507;94;0;14;0;0;2020-04-13 08:52:57.000
207;40,78167;-73,96213;30,38628;94;0;14;0;0;2020-04-13 08:52:58.000
206;40,78169;-73,96225;30,06207;94;0;14;0;0;2020-04-13 08:52:59.000
205;40,78171;-73,96234;29,88833;94;0;14;0;0;2020-04-13 08:53:00.000
204;40,78171;-73,96246;29,49666;94;0;14;0;0;2020-04-13 08:53:01.000
203;40,78171;-73,96255;29,29713;93;0;14;0;0;2020-04-13 08:53:02.000
202;40,78171;-73,96265;29,16358;91;0;14;0;0;2020-04-13 08:53:03.000
201;40,7817;-73,96273;28,93324;90;0;14;0;0;2020-04-13 08:53:04.000
200;40,78168;-73,9628;28,73723;89;0;14;0;0;2020-04-13 08:53:05.000
1;48,86671;2,203909;91,12491;112;0;1;0;0;2018-09-09 06:58:27.000
937;40,7994;-73,95681;17,13988;124;80;14;0;0;2020-04-13 08:44:56.000
938;40,79943;-73,95699;17,82313;124;81;14;0;0;2020-04-13 08:44:55.000
939;40,79946;-73,95716;18,38823;124;81;14;0;0;2020-04-13 08:44:54.000
940;40,798;-73,95712;31,583;126;82;14;0;0;2020-04-13 08:44:29.000
941;40,79795;-73,95708;31,61843;126;84;14;0;0;2020-04-13 08:44:28.000
942;40,79792;-73,95705;31,66315;127;85;14;0;0;2020-04-13 08:44:27.000
943;40,79788;-73,95703;31,70031;127;84;14;0;0;2020-04-13 08:44:26.000
944;40,79694;-73,95683;30,46265;129;85;14;0;0;2020-04-13 08:44:00.000
945;40,79691;-73,95683;30,33447;129;85;14;0;0;2020-04-13 08:43:59.000
946;40,79687;-73,95681;30,17883;129;85;14;0;0;2020-04-13 08:43:58.000
947;40,79683;-73,95679;30,01404;128;84;14;0;0;2020-04-13 08:43:57.000
948;40,7968;-73,95678;29,8584;129;86;14;0;0;2020-04-13 08:43:56.000
949;40,79677;-73,95677;29,74854;128;85;14;0;0;2020-04-13 08:43:55.000
950;40,79673;-73,95676;29,5929;128;86;14;0;0;2020-04-13 08:43:54.000
951;40,7967;-73,95676;29,5105;128;85;14;0;0;2020-04-13 08:43:53.000
952;40,79667;-73,95674;29,34263;129;86;14;0;0;2020-04-13 08:43:52.000
953;40,79663;-73,95673;28,97935;129;86;14;0;0;2020-04-13 08:43:51.000
954;40,7966;-73,95673;28,6527;129;86;14;0;0;2020-04-13 08:43:50.000
955;40,79657;-73,95673;28,32606;130;86;14;0;0;2020-04-13 08:43:49.000
956;40,79655;-73,95673;28,04025;130;85;14;0;0;2020-04-13 08:43:48.000
957;40,79652;-73,95673;27,7136;130;86;14;0;0;2020-04-13 08:43:47.000
958;40,79649;-73,95674;27,46635;131;86;14;0;0;2020-04-13 08:43:46.000
959;40,79646;-73,95676;27,25855;131;86;14;0;0;2020-04-13 08:43:45.000
960;40,79644;-73,95676;26,97362;131;86;14;0;0;2020-04-13 08:43:44.000
961;40,79641;-73,95676;26,76879;131;86;14;0;0;2020-04-13 08:43:43.000
962;40,79639;-73,95677;26,52385;131;87;14;0;0;2020-04-13 08:43:42.000
963;40,79636;-73,95679;26,39997;131;87;14;0;0;2020-04-13 08:43:41.000
964;40,79633;-73,95681;26,15657;131;88;14;0;0;2020-04-13 08:43:40.000
965;40,79698;-73,95684;30,58167;129;84;14;0;0;2020-04-13 08:44:01.000
966;40,79628;-73,95683;25,71342;131;86;14;0;0;2020-04-13 08:43:38.000
967;40,79702;-73,95685;30,70984;129;86;14;0;0;2020-04-13 08:44:02.000
968;40,7971;-73,95686;30,93872;129;85;14;0;0;2020-04-13 08:44:04.000
969;40,79784;-73,95701;31,71973;127;84;14;0;0;2020-04-13 08:44:25.000
970;40,79781;-73,95701;31,8014;127;85;14;0;0;2020-04-13 08:44:24.000
971;40,79778;-73,95699;31,81101;127;84;14;0;0;2020-04-13 08:44:23.000
972;40,79775;-73,95698;31,86123;127;84;14;0;0;2020-04-13 08:44:22.000
973;40,79773;-73,95697;31,89028;127;83;14;0;0;2020-04-13 08:44:21.000
974;40,79769;-73,95696;31,94619;127;83;14;0;0;2020-04-13 08:44:20.000
975;40,79766;-73,95696;32,03127;127;83;14;0;0;2020-04-13 08:44:19.000
976;40,79763;-73,95695;32,07446;127;84;14;0;0;2020-04-13 08:44:18.000
977;40,79759;-73,95695;32,12483;127;84;14;0;0;2020-04-13 08:44:17.000
978;40,79756;-73,95695;32,20765;127;85;14;0;0;2020-04-13 08:44:16.000
979;40,79753;-73,95694;32,24556;128;84;14;0;0;2020-04-13 08:44:15.000
980;40,79749;-73,95693;32,24792;128;84;14;0;0;2020-04-13 08:44:14.000
981;40,79745;-73,95692;32,12891;128;84;14;0;0;2020-04-13 08:44:13.000
982;40,79741;-73,95692;31,98242;129;87;14;0;0;2020-04-13 08:44:12.000
983;40,79737;-73,95691;31,8634;128;84;14;0;0;2020-04-13 08:44:11.000
984;40,79733;-73,9569;31,71692;129;86;14;0;0;2020-04-13 08:44:10.000
985;40,79729;-73,9569;31,62537;129;85;14;0;0;2020-04-13 08:44:09.000
986;40,79726;-73,95689;31,46973;129;87;14;0;0;2020-04-13 08:44:08.000
987;40,79721;-73,95688;31,32324;129;84;14;0;0;2020-04-13 08:44:07.000
988;40,79717;-73,95687;31,19507;129;85;14;0;0;2020-04-13 08:44:06.000
989;40,79714;-73,95686;31,07605;129;84;14;0;0;2020-04-13 08:44:05.000
990;40,79705;-73,95686;30,83801;129;85;14;0;0;2020-04-13 08:44:03.000
991;40,7886;-73,96532;35,06818;136;91;14;0;0;2020-04-13 08:41:59.000
992;40,78857;-73,96544;35,23755;136;91;14;0;0;2020-04-13 08:41:58.000
993;40,78855;-73,96555;35,39777;136;91;14;0;0;2020-04-13 08:41:57.000
994;40,78184;-73,96929;29,70055;134;91;14;0;0;2020-04-13 08:39:51.000
995;40,78179;-73,96928;29,46141;134;92;14;0;0;2020-04-13 08:39:50.000
996;40,78174;-73,96928;29,21499;134;92;14;0;0;2020-04-13 08:39:49.000
997;40,78169;-73,96928;28,96857;134;94;14;0;0;2020-04-13 08:39:48.000
998;40,78164;-73,9693;28,79717;134;91;14;0;0;2020-04-13 08:39:47.000
999;40,78158;-73,96931;28,70271;134;92;14;0;0;2020-04-13 08:39:46.000
1000;40,78153;-73,96933;28,61137;134;91;14;0;0;2020-04-13 08:39:45.000
1001;40,78148;-73,96935;28,50668;134;92;14;0;0;2020-04-13 08:39:44.000
1002;40,78142;-73,96938;28,3697;134;91;14;0;0;2020-04-13 08:39:43.000
1003;40,78189;-73,9693;29,94078;134;91;14;0;0;2020-04-13 08:39:52.000
1004;40,78137;-73,96942;28,22679;133;91;14;0;0;2020-04-13 08:39:42.000
1005;40,78125;-73,96951;27,88319;133;92;14;0;0;2020-04-13 08:39:40.000
1006;40,7812;-73,96955;27,71439;134;90;14;0;0;2020-04-13 08:39:39.000
1007;40,78114;-73,9696;27,5164;134;90;14;0;0;2020-04-13 08:39:38.000
1008;40,78109;-73,96966;27,30291;134;91;14;0;0;2020-04-13 08:39:37.000
1009;40,78103;-73,96971;27,08063;133;91;14;0;0;2020-04-13 08:39:36.000
1010;40,78098;-73,96977;26,84065;133;91;14;0;0;2020-04-13 08:39:35.000
1011;40,78092;-73,96983;26,60043;134;90;14;0;0;2020-04-13 08:39:34.000
1012;40,78086;-73,96989;26,3334;133;90;14;0;0;2020-04-13 08:39:33.000
1013;40,7808;-73,96995;26,19864;134;92;14;0;0;2020-04-13 08:39:32.000
1014;40,78131;-73,96946;28,07182;134;90;14;0;0;2020-04-13 08:39:41.000
1015;40,78194;-73,96931;30,17591;135;90;14;0;0;2020-04-13 08:39:53.000
1016;40,78198;-73,96931;30,40539;135;90;14;0;0;2020-04-13 08:39:54.000
1017;40,78203;-73,96932;30,64885;134;90;14;0;0;2020-04-13 08:39:55.000
1018;40,78289;-73,96919;34,44872;135;86;14;0;0;2020-04-13 08:40:16.000
1019;40,78287;-73,96921;34,4024;134;86;14;0;0;2020-04-13 08:40:15.000
1020;40,78286;-73,96922;34,36822;134;85;14;0;0;2020-04-13 08:40:14.000
1021;40,78284;-73,96925;34,32823;134;85;14;0;0;2020-04-13 08:40:13.000
1022;40,78282;-73,96926;34,27399;134;86;14;0;0;2020-04-13 08:40:12.000
1023;40,78279;-73,96928;34,21141;134;87;14;0;0;2020-04-13 08:40:11.000
1024;40,78276;-73,9693;34,1035;134;89;14;0;0;2020-04-13 08:40:10.000
1025;40,78274;-73,96931;34,00774;134;88;14;0;0;2020-04-13 08:40:09.000
1026;40,78269;-73,96933;33,82635;134;93;14;0;0;2020-04-13 08:40:08.000
1027;40,78265;-73,96935;33,66054;134;90;14;0;0;2020-04-13 08:40:07.000
1028;40,7826;-73,96937;33,46582;134;88;14;0;0;2020-04-13 08:40:06.000
1029;40,78255;-73,96937;33,22711;134;90;14;0;0;2020-04-13 08:40:05.000
1030;40,7825;-73,96938;33,0055;134;90;14;0;0;2020-04-13 08:40:04.000
1031;40,78245;-73,96937;32,73438;134;93;14;0;0;2020-04-13 08:40:03.000
1032;40,78239;-73,96937;32,46255;134;93;14;0;0;2020-04-13 08:40:02.000
1033;40,78234;-73,96937;32,17131;134;91;14;0;0;2020-04-13 08:40:01.000
1034;40,78229;-73,96935;31,92356;135;91;14;0;0;2020-04-13 08:40:00.000
1035;40,78223;-73,96935;31,65291;135;90;14;0;0;2020-04-13 08:39:59.000
1036;40,78218;-73,96934;31,38926;135;93;14;0;0;2020-04-13 08:39:58.000
